"CO","CI","SV","SVI","SVV","PRV","PR","SYS","DIA","MAP","SI","time","SVR","SVRI","volume","drug_dose"
2.6,1.8,20,14,8,0,127,62,49,55,2.04838709677419,5520,1569.23076923077,2266.66666666667,20,0.121599027207782
2.7,1.8,21,14,9,0,128,62,48,54,2.06451612903226,5540,1481.48148148148,2222.22222222222,20,0.121599027207782
2.7,1.8,21,14,7,0,128,62,48,54,2.06451612903226,5560,1481.48148148148,2222.22222222222,20,0.121599027207782
2.6,1.8,21,14,5,0,126,62,49,55,2.03225806451613,5580,1569.23076923077,2266.66666666667,20,0.121599027207782
2.7,1.8,21,14,8,0,130,61,47,53,2.13114754098361,5600,1451.85185185185,2177.77777777778,20,0.121599027207782
2.7,1.8,21,14,8,0,128,61,48,54,2.09836065573771,5620,1481.48148148148,2222.22222222222,20,0.121599027207782
2.7,1.9,21,15,7,0,128,63,49,55,2.03174603174603,5640,1511.11111111111,2147.36842105263,20,0.121599027207782
2.7,1.9,21,14,6,0,129,62,48,54,2.08064516129032,5660,1481.48148148148,2105.26315789474,20,0.121599027207782
2.7,1.9,21,15,7,0,127,62,48,54,2.04838709677419,5680,1481.48148148148,2105.26315789474,20,0.121599027207782
2.7,1.9,21,14,7,0,130,63,49,55,2.06349206349206,5700,1511.11111111111,2147.36842105263,20,0.121599027207782
2.6,1.8,21,14,5,0,127,62,49,54,2.04838709677419,5720,1538.46153846154,2222.22222222222,20,0.121599027207782
2.7,1.9,21,14,5,0,130,63,49,55,2.06349206349206,5740,1511.11111111111,2147.36842105263,20,0.121599027207782
2.8,1.9,22,15,7,0,129,64,50,56,2.015625,5760,1485.71428571429,2189.47368421053,20,0.121599027207782
2.8,1.9,22,15,4,0,129,64,49,55,2.015625,5780,1457.14285714286,2147.36842105263,20,0.121599027207782
2.7,1.9,21,15,6,0,129,64,49,56,2.015625,5800,1540.74074074074,2189.47368421053,20,0.121599027207782
2.7,1.8,21,14,6,0,126,64,49,56,1.96875,5820,1540.74074074074,2311.11111111111,20,0.121599027207782
2.7,1.9,21,14,7,0,130,64,49,56,2.03125,5840,1540.74074074074,2189.47368421053,20,0.121599027207782
2.7,1.8,21,14,6,0,128,63,48,54,2.03174603174603,5860,1481.48148148148,2222.22222222222,20,0.121599027207782
2.7,1.9,21,14,9,0,129,62,48,55,2.08064516129032,5880,1511.11111111111,2147.36842105263,20,0.121599027207782
2.7,1.8,21,15,7,0,126,63,48,55,2,5900,1511.11111111111,2266.66666666667,20,0.121599027207782
2.8,1.9,22,15,7,0,126,63,48,54,2,5920,1428.57142857143,2105.26315789474,20,0.121599027207782
2.7,1.8,21,14,10,0,127,61,47,53,2.08196721311475,5940,1451.85185185185,2177.77777777778,20,0.121599027207782
2.7,1.8,21,14,8,0,127,63,49,55,2.01587301587302,5960,1511.11111111111,2266.66666666667,20,0.121599027207782
2.8,1.9,22,15,4,0,129,63,48,55,2.04761904761905,5980,1457.14285714286,2147.36842105263,20,0.121599027207782
2.8,1.9,22,15,9,0,126,63,48,55,2,6000,1457.14285714286,2147.36842105263,20,0.121599027207782
2.8,1.9,21,15,7,0,129,62,48,54,2.08064516129032,6020,1428.57142857143,2105.26315789474,20,0.121599027207782
2.7,1.9,22,15,5,0,126,63,48,55,2,6040,1511.11111111111,2147.36842105263,20,0.121599027207782
2.8,1.9,21,15,7,0,129,63,49,55,2.04761904761905,6060,1457.14285714286,2147.36842105263,20,0.121599027207782
2.9,2,22,15,7,0,130,63,48,54,2.06349206349206,6080,1379.31034482759,2000,20,0.121599027207782
2.9,2,23,15,9,0,128,64,48,55,2,6100,1406.89655172414,2040,20,0.121599027207782
3.1,2.1,24,16,7,0,130,64,48,55,2.03125,6120,1316.12903225806,1942.85714285714,20,0.121599027207782
2.9,2,22,15,7,0,131,63,47,54,2.07936507936508,6140,1379.31034482759,2000,20,0.121599027207782
3,2,23,16,5,0,128,63,47,54,2.03174603174603,6160,1333.33333333333,2000,20,0.121599027207782
3.1,2.1,24,16,9,0,129,65,49,56,1.98461538461538,6180,1341.93548387097,1980.95238095238,20,0.121599027207782
3.1,2.1,24,16,4,0,130,62,46,54,2.09677419354839,6200,1290.32258064516,1904.7619047619,20,0.121599027207782
3.1,2.1,24,16,5,0,130,62,46,53,2.09677419354839,6220,1264.51612903226,1866.66666666667,20,0.121599027207782
3.1,2.1,24,16,5,0,130,62,46,53,2.09677419354839,6240,1264.51612903226,1866.66666666667,20,0.121599027207782
3,2.1,23,16,4,0,130,61,45,52,2.13114754098361,6260,1280,1828.57142857143,20,0.121599027207782
2.9,2,23,15,7,0,129,60,46,52,2.15,6280,1324.13793103448,1920,20,0.121599027207782
3,2.1,24,16,4,0,129,61,46,53,2.11475409836066,6300,1306.66666666667,1866.66666666667,20,0.121599027207782
3,2.1,24,16,4,0,129,61,46,53,2.11475409836066,6320,1306.66666666667,1866.66666666667,20,0.121599027207782
3.1,2.1,25,17,4,0,125,60,45,51,2.08333333333333,6420,1212.90322580645,1790.47619047619,20,0.121599027207782
3.2,2.2,26,18,5,0,124,63,47,54,1.96825396825397,6440,1250,1818.18181818182,20,0.121599027207782
3.1,2.1,24,16,5,0,129,63,47,54,2.04761904761905,6460,1290.32258064516,1904.7619047619,20,0.121599027207782
3.3,2.2,25,17,7,0,130,64,47,54,2.03125,6480,1212.12121212121,1818.18181818182,20,0.121599027207782
3.4,2.3,26,18,4,0,129,62,45,53,2.08064516129032,6500,1152.94117647059,1704.34782608696,20,0.121599027207782
3.1,2.1,24,17,6,0,128,63,47,53,2.03174603174603,6520,1264.51612903226,1866.66666666667,20,0.121599027207782
3.1,2.1,25,17,6,0,125,60,44,51,2.08333333333333,6540,1212.90322580645,1790.47619047619,20,0.121599027207782
3.1,2.1,24,16,6,0,129,62,46,53,2.08064516129032,6560,1264.51612903226,1866.66666666667,20,0.121599027207782
3.3,2.3,26,17,5,0,130,62,46,53,2.09677419354839,6580,1187.87878787879,1704.34782608696,20,0.121599027207782
3.3,2.2,25,17,8,0,130,61,45,52,2.13114754098361,6600,1163.63636363636,1745.45454545455,20,0.121599027207782
3.1,2.2,24,16,6,0,130,60,44,51,2.16666666666667,6620,1212.90322580645,1709.09090909091,20,0.121599027207782
3.3,2.3,25,17,9,0,132,65,47,55,2.03076923076923,6640,1236.36363636364,1773.91304347826,20,0.121599027207782
3.3,2.3,25,17,6,0,132,65,47,55,2.03076923076923,6660,1236.36363636364,1773.91304347826,20,0.121599027207782
3.5,2.4,26,18,11,0,132,66,47,55,2,6680,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,4,0,131,66,47,55,1.98484848484848,6700,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,3,0,131,66,47,55,1.98484848484848,6720,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,4,0,130,66,47,55,1.96969696969697,6740,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,3,0,130,66,47,55,1.96969696969697,6760,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,3,0,131,67,48,56,1.95522388059702,6780,1188.57142857143,1733.33333333333,20,0.121599027207782
3.6,2.5,28,19,4,0,130,67,47,56,1.94029850746269,6800,1155.55555555556,1664,20,0.121599027207782
3.5,2.4,27,18,3,0,130,67,48,56,1.94029850746269,6820,1188.57142857143,1733.33333333333,20,0.121599027207782
3.6,2.5,28,19,3,0,130,67,47,56,1.94029850746269,6840,1155.55555555556,1664,20,0.121599027207782
3.6,2.5,28,19,2,0,130,67,47,56,1.94029850746269,6860,1155.55555555556,1664,20,0.121599027207782
3.6,2.5,28,19,3,0,130,67,47,56,1.94029850746269,6880,1155.55555555556,1664,20,0.121599027207782
3.5,2.4,27,18,3,0,130,67,47,56,1.94029850746269,6900,1188.57142857143,1733.33333333333,20,0.121599027207782
3.6,2.5,28,19,4,0,130,68,47,56,1.91176470588235,6920,1155.55555555556,1664,20,0.121599027207782
3.5,2.4,27,18,2,0,130,70,49,58,1.85714285714286,6940,1234.28571428571,1800,20,0.121599027207782
3.5,2.4,27,19,4,0,130,68,47,56,1.91176470588235,6960,1188.57142857143,1733.33333333333,20,0.121599027207782
3.5,2.4,27,18,4,0,129,66,46,55,1.95454545454545,6980,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,3,0,128,66,47,55,1.93939393939394,7000,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,19,4,0,129,65,46,55,1.98461538461538,7020,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,19,4,0,129,67,47,55,1.92537313432836,7040,1165.71428571429,1700,20,0.121599027207782
3.6,2.4,28,19,7,0,129,66,46,55,1.95454545454545,7060,1133.33333333333,1700,20,0.121599027207782
3.5,2.4,27,18,6,0,128,67,47,56,1.91044776119403,7080,1188.57142857143,1733.33333333333,20,0.121599027207782
3.4,2.4,27,18,7,0,128,66,47,55,1.93939393939394,7100,1200,1700,20,0.121599027207782
3.5,2.4,27,18,8,0,128,66,47,55,1.93939393939394,7120,1165.71428571429,1700,20,0.121599027207782
3.5,2.4,27,18,10,0,128,68,48,57,1.88235294117647,7140,1211.42857142857,1766.66666666667,20,0.121599027207782
3.5,2.4,27,19,9,0,128,67,47,56,1.91044776119403,7160,1188.57142857143,1733.33333333333,20,0.121599027207782
3.6,2.4,28,19,10,0,128,67,47,56,1.91044776119403,7180,1155.55555555556,1733.33333333333,20,0.121599027207782
3.6,2.4,28,19,7,0,128,67,47,56,1.91044776119403,7200,1155.55555555556,1733.33333333333,20,0.121599027207782
3.6,2.4,28,19,6,0,128,66,47,55,1.93939393939394,7220,1133.33333333333,1700,20,0.121599027207782
3.5,2.4,27,18,9,0,128,65,46,54,1.96923076923077,7240,1142.85714285714,1666.66666666667,20,0.121599027207782
3.5,2.4,27,18,7,0,127,65,46,54,1.95384615384615,7260,1142.85714285714,1666.66666666667,20,0.121599027207782
3.5,2.4,27,19,6,0,128,65,46,54,1.96923076923077,7280,1142.85714285714,1666.66666666667,20,0.121599027207782
3.4,2.3,27,18,7,0,127,64,46,54,1.984375,7300,1176.47058823529,1739.13043478261,20,0.121599027207782
3.5,2.4,27,18,7,0,127,64,45,53,1.984375,7320,1120,1633.33333333333,20,0.121599027207782
3.4,2.4,27,18,5,0,128,64,45,53,2,7340,1152.94117647059,1633.33333333333,20,0.121599027207782
3.5,2.4,27,18,6,0,128,63,46,53,2.03174603174603,7360,1120,1633.33333333333,20,0.121599027207782
3.2,2.2,25,17,7,0,126,63,47,54,2,7380,1250,1818.18181818182,20,0.121599027207782
3.2,2.2,25,17,7,0,127,57,42,49,2.2280701754386,7400,1125,1636.36363636364,20,0.121599027207782
3,2,23,16,8,0,127,60,45,52,2.11666666666667,7420,1280,1920,20,0.121599027207782
3.1,2.1,25,17,13,0,125,57,43,49,2.19298245614035,7440,1161.29032258065,1714.28571428571,20,0.121599027207782
3,2.1,25,17,4,0,122,58,43,50,2.10344827586207,7460,1226.66666666667,1752.38095238095,20,0.121599027207782
3.1,2.1,25,17,5,0,124,59,44,51,2.10169491525424,7480,1212.90322580645,1790.47619047619,20,0.121599027207782
3.3,2.3,26,17,3,0,131,61,44,52,2.14754098360656,7500,1163.63636363636,1669.5652173913,20,0.121599027207782
3.3,2.2,25,17,7,0,129,62,45,53,2.08064516129032,7520,1187.87878787879,1781.81818181818,20,0.121599027207782
3.4,2.3,27,18,5,0,128,63,46,54,2.03174603174603,7540,1176.47058823529,1739.13043478261,20,0.121599027207782
3.2,2.2,25,17,8,0,128,60,44,51,2.13333333333333,7560,1175,1709.09090909091,20,0.121599027207782
3.2,2.2,25,17,6,0,128,60,44,51,2.13333333333333,7580,1175,1709.09090909091,20,0.121599027207782
3.2,2.2,25,17,5,0,129,60,44,51,2.15,7600,1175,1709.09090909091,20,0.121599027207782
3.2,2.2,25,17,7,0,128,61,45,52,2.09836065573771,7620,1200,1745.45454545455,20,0.121599027207782
3.3,2.3,26,18,7,0,129,61,45,52,2.11475409836066,7640,1163.63636363636,1669.5652173913,20,0.121599027207782
3.2,2.2,25,17,7,0,128,62,46,53,2.06451612903226,7660,1225,1781.81818181818,20,0.121599027207782
3.1,2.1,24,17,9,0,127,62,45,52,2.04838709677419,7680,1238.70967741935,1828.57142857143,20,0.121599027207782
3.1,2.1,24,16,8,0,128,62,45,52,2.06451612903226,7700,1238.70967741935,1828.57142857143,20,0.121599027207782
3.2,2.2,25,17,9,0,128,62,46,53,2.06451612903226,7720,1225,1781.81818181818,20,0.121599027207782
3.1,2.1,24,17,6,0,128,61,45,52,2.09836065573771,7740,1238.70967741935,1828.57142857143,20,0.121599027207782
3.3,2.2,25,17,7,0,128,61,45,52,2.09836065573771,7760,1163.63636363636,1745.45454545455,20,0.121599027207782
3.1,2.1,24,16,5,0,128,59,44,51,2.16949152542373,7780,1212.90322580645,1790.47619047619,20,0.121599027207782
3.1,2.1,24,16,5,0,128,60,44,51,2.13333333333333,7800,1212.90322580645,1790.47619047619,20,0.121599027207782
3,2.1,24,16,6,0,128,59,44,51,2.16949152542373,7820,1253.33333333333,1790.47619047619,20,0.121599027207782
3.1,2.1,24,16,6,0,127,58,43,50,2.18965517241379,7840,1187.09677419355,1752.38095238095,20,0.121599027207782
3.1,2.1,24,17,4,0,125,56,42,48,2.23214285714286,7860,1135.48387096774,1676.19047619048,20,0.121599027207782
3,2.1,24,16,8,0,125,57,43,49,2.19298245614035,7880,1200,1714.28571428571,20,0.121599027207782
3.1,2.1,24,16,5,0,127,57,43,49,2.2280701754386,7900,1161.29032258065,1714.28571428571,20,0.121599027207782
3.1,2.2,25,17,3,0,127,57,43,49,2.2280701754386,7920,1161.29032258065,1636.36363636364,20,0.121599027207782
3.1,2.1,24,16,4,0,128,56,42,49,2.28571428571429,7940,1161.29032258065,1714.28571428571,20,0.121599027207782
3,2.1,24,16,5,0,126,57,42,49,2.21052631578947,7960,1200,1714.28571428571,20,0.121599027207782
2.8,1.9,23,15,6,0,125,54,41,47,2.31481481481481,7980,1228.57142857143,1810.52631578947,20,0.121599027207782
2.6,1.8,21,14,8,0,125,53,41,46,2.35849056603774,8000,1292.30769230769,1866.66666666667,20,0.121599027207782
2.7,1.9,22,15,6,0,126,56,43,49,2.25,8020,1333.33333333333,1894.73684210526,20,0.121599027207782
2.8,1.9,22,15,3,0,128,57,43,50,2.24561403508772,8040,1314.28571428571,1936.84210526316,20,0.121599027207782
2.8,1.9,22,15,4,0,128,57,43,49,2.24561403508772,8060,1285.71428571429,1894.73684210526,20,0.121599027207782
2.8,1.9,22,15,4,0,128,57,44,50,2.24561403508772,8080,1314.28571428571,1936.84210526316,20,0.121599027207782
2.9,2,23,15,4,0,129,58,44,51,2.22413793103448,8100,1296.55172413793,1880,20,0.121599027207782
2.9,2,23,16,4,0,127,58,44,50,2.18965517241379,8120,1268.96551724138,1840,20,0.121599027207782
3.2,2.2,25,17,4,0,129,65,48,55,1.98461538461538,8140,1275,1854.54545454545,20,0.121599027207782
3.5,2.4,26,18,5,0,132,62,45,53,2.12903225806452,8160,1120,1633.33333333333,20,0.121599027207782
3.5,2.4,26,18,5,0,132,62,45,53,2.12903225806452,8180,1120,1633.33333333333,20,0.121599027207782
3.7,2.5,29,20,5,0,128,59,42,49,2.16949152542373,8520,972.972972972973,1440,30,0.194558443532452
3.5,2.4,28,19,5,0,127,58,41,48,2.18965517241379,8540,1005.71428571429,1466.66666666667,30,0.194558443532452
3.1,2.1,25,17,9,0,126,59,42,49,2.13559322033898,8560,1161.29032258065,1714.28571428571,30,0.194558443532452
3.1,2.1,25,17,9,0,124,59,44,50,2.10169491525424,8580,1187.09677419355,1752.38095238095,30,0.194558443532452
2.8,1.9,23,16,11,0,122,56,42,48,2.17857142857143,8600,1257.14285714286,1852.63157894737,30,0.194558443532452
3.1,2.1,23,16,8,0,130,61,45,52,2.13114754098361,8620,1238.70967741935,1828.57142857143,30,0.194558443532452
3.2,2.2,25,17,5,0,131,61,44,51,2.14754098360656,8640,1175,1709.09090909091,30,0.194558443532452
3.3,2.3,25,17,7,0,130,61,44,51,2.13114754098361,8660,1139.39393939394,1634.78260869565,30,0.194558443532452
3.5,2.4,27,18,5,0,130,62,45,52,2.09677419354839,8680,1097.14285714286,1600,30,0.194558443532452
3.2,2.2,25,17,6,0,129,59,43,50,2.1864406779661,8700,1150,1672.72727272727,30,0.194558443532452
3.2,2.2,25,17,6,0,129,59,43,50,2.1864406779661,8720,1150,1672.72727272727,30,0.194558443532452
3.1,2.1,24,16,9,0,129,58,43,50,2.22413793103448,8740,1187.09677419355,1752.38095238095,30,0.194558443532452
3,2.1,23,16,5,0,129,57,42,48,2.26315789473684,8760,1173.33333333333,1676.19047619048,30,0.194558443532452
3,2.1,24,16,9,0,127,58,43,50,2.18965517241379,8780,1226.66666666667,1752.38095238095,30,0.194558443532452
3.4,2.3,26,17,9,0,132,69,50,58,1.91304347826087,8800,1270.58823529412,1878.26086956522,30,0.194558443532452
3.8,2.6,29,20,12,0,131,112,69,85,1.16964285714286,8820,1705.26315789474,2492.30769230769,30,0.194558443532452
4.2,2.9,32,22,5,0,131,108,64,81,1.21296296296296,8840,1466.66666666667,2124.13793103448,30,0.194558443532452
4.2,2.9,32,22,5,0,131,108,64,81,1.21296296296296,8860,1466.66666666667,2124.13793103448,30,0.194558443532452
2.3,1.5,17,12,5,0,130,106,77,89,1.22641509433962,8880,2956.52173913043,4533.33333333333,30,0.194558443532452
4.3,2.9,33,22,6,0,131,110,63,81,1.19090909090909,8900,1432.55813953488,2124.13793103448,30,0.194558443532452
4.2,2.9,32,22,5,0,132,106,64,80,1.24528301886792,8920,1447.61904761905,2096.55172413793,30,0.194558443532452
4,2.8,31,21,4,0,131,97,60,74,1.35051546391753,8940,1400,2000,30,0.194558443532452
3.8,2.6,30,20,6,0,130,92,59,72,1.41304347826087,8960,1431.57894736842,2092.30769230769,30,0.194558443532452
3.6,2.5,28,19,4,0,129,86,57,68,1.5,8980,1422.22222222222,2048,30,0.194558443532452
3.7,2.5,29,20,3,0,129,84,56,67,1.53571428571429,9000,1362.16216216216,2016,30,0.194558443532452
3.8,2.6,29,20,4,0,127,86,57,68,1.47674418604651,9020,1347.36842105263,1969.23076923077,30,0.194558443532452
3.8,2.6,30,20,4,0,127,83,55,66,1.53012048192771,9040,1305.26315789474,1907.69230769231,30,0.194558443532452
3.7,2.5,29,20,6,0,126,84,57,67,1.5,9060,1362.16216216216,2016,30,0.194558443532452
3.6,2.5,29,20,4,0,126,79,53,63,1.59493670886076,9080,1311.11111111111,1888,30,0.194558443532452
3.3,2.2,26,18,6,0,126,81,56,65,1.55555555555556,9100,1478.78787878788,2218.18181818182,30,0.194558443532452
3.4,2.3,27,18,5,0,126,81,55,65,1.55555555555556,9120,1435.29411764706,2121.73913043478,30,0.194558443532452
3.4,2.3,27,18,5,0,125,79,54,63,1.58227848101266,9140,1388.23529411765,2052.17391304348,30,0.194558443532452
3.5,2.4,28,19,5,0,125,80,54,64,1.5625,9160,1371.42857142857,2000,30,0.194558443532452
3.4,2.3,27,19,5,0,124,82,56,66,1.51219512195122,9180,1458.82352941176,2156.52173913043,30,0.194558443532452
3.4,2.3,27,18,5,0,126,79,55,64,1.59493670886076,9200,1411.76470588235,2086.95652173913,30,0.194558443532452
3.5,2.4,28,19,6,0,126,79,54,64,1.59493670886076,9220,1371.42857142857,2000,30,0.194558443532452
3.4,2.3,27,18,5,0,126,82,57,67,1.53658536585366,9240,1482.35294117647,2191.30434782609,30,0.194558443532452
3.4,2.4,27,18,5,0,127,85,56,67,1.49411764705882,9260,1482.35294117647,2100,30,0.194558443532452
3.3,2.3,26,18,6,0,126,84,56,67,1.5,9280,1527.27272727273,2191.30434782609,30,0.194558443532452
3.3,2.2,26,18,7,0,126,81,54,65,1.55555555555556,9300,1478.78787878788,2218.18181818182,30,0.194558443532452
3.3,2.2,26,18,6,0,126,82,56,66,1.53658536585366,9320,1503.0303030303,2254.54545454545,30,0.194558443532452
3.4,2.3,27,18,7,0,126,83,56,66,1.51807228915663,9340,1458.82352941176,2156.52173913043,30,0.194558443532452
3.4,2.3,27,18,5,0,127,84,57,68,1.51190476190476,9360,1505.88235294118,2226.08695652174,30,0.194558443532452
3.6,2.5,28,19,5,0,127,85,57,68,1.49411764705882,9380,1422.22222222222,2048,30,0.194558443532452
3.7,2.5,29,20,4,0,126,82,55,66,1.53658536585366,9400,1340.54054054054,1984,30,0.194558443532452
3.6,2.4,28,19,5,0,126,83,56,67,1.51807228915663,9420,1400,2100,30,0.194558443532452
3.6,2.5,29,20,5,0,126,85,57,68,1.48235294117647,9440,1422.22222222222,2048,30,0.194558443532452
3.6,2.5,29,20,5,0,126,83,56,67,1.51807228915663,9460,1400,2016,30,0.194558443532452
3.6,2.5,28,19,5,0,126,82,56,66,1.53658536585366,9480,1377.77777777778,1984,30,0.194558443532452
3.6,2.5,29,20,4,0,125,83,56,66,1.50602409638554,9500,1377.77777777778,1984,30,0.194558443532452
3.5,2.4,28,19,7,0,125,78,54,63,1.6025641025641,9520,1348.57142857143,1966.66666666667,30,0.194558443532452
3.6,2.4,28,19,5,0,126,80,55,65,1.575,9540,1355.55555555556,2033.33333333333,30,0.194558443532452
3.4,2.3,28,19,8,0,124,76,53,62,1.63157894736842,9560,1364.70588235294,2017.39130434783,30,0.194558443532452
3.5,2.4,28,19,4,0,125,77,53,63,1.62337662337662,9580,1348.57142857143,1966.66666666667,30,0.194558443532452
3.5,2.4,28,19,6,0,125,79,55,65,1.58227848101266,9600,1394.28571428571,2033.33333333333,30,0.194558443532452
3.5,2.4,28,19,7,0,125,78,54,64,1.6025641025641,9620,1371.42857142857,2000,30,0.194558443532452
3.5,2.4,28,19,6,0,125,79,55,65,1.58227848101266,9640,1394.28571428571,2033.33333333333,30,0.194558443532452
3.4,2.3,27,18,6,0,125,76,53,62,1.64473684210526,9660,1364.70588235294,2017.39130434783,30,0.194558443532452
3.4,2.3,27,19,5,0,125,77,53,63,1.62337662337662,9680,1388.23529411765,2052.17391304348,30,0.194558443532452
3.4,2.3,27,19,7,0,125,78,54,64,1.6025641025641,9700,1411.76470588235,2086.95652173913,30,0.194558443532452
3.5,2.4,28,19,3,0,126,79,54,64,1.59493670886076,9720,1371.42857142857,2000,30,0.194558443532452
3.5,2.4,27,19,5,0,126,80,55,65,1.575,9740,1394.28571428571,2033.33333333333,30,0.194558443532452
3.5,2.4,28,19,4,0,127,81,55,66,1.5679012345679,9760,1417.14285714286,2066.66666666667,30,0.194558443532452
3.5,2.4,28,19,4,0,127,81,55,66,1.5679012345679,9780,1417.14285714286,2066.66666666667,30,0.194558443532452
3.3,2.2,26,18,4,0,126,81,57,66,1.55555555555556,9800,1503.0303030303,2254.54545454545,30,0.194558443532452
3.4,2.3,27,18,8,0,126,80,56,66,1.575,9820,1458.82352941176,2156.52173913043,30,0.194558443532452
3.1,2.1,24,17,7,0,126,77,55,64,1.63636363636364,9840,1548.38709677419,2285.71428571429,30,0.194558443532452
3.3,2.2,26,18,8,0,127,77,55,64,1.64935064935065,9860,1454.54545454545,2181.81818181818,30,0.194558443532452
3.3,2.2,26,17,13,0,127,77,55,64,1.64935064935065,9880,1454.54545454545,2181.81818181818,30,0.194558443532452
3,2,23,16,14,0,127,74,54,63,1.71621621621622,9900,1573.33333333333,2360,30,0.194558443532452
3.4,2.3,27,18,18,0,126,77,54,63,1.63636363636364,9920,1388.23529411765,2052.17391304348,30,0.194558443532452
3.3,2.2,26,18,9,0,126,76,54,63,1.65789473684211,9940,1430.30303030303,2145.45454545455,30,0.194558443532452
2.9,2,23,16,10,0,127,75,55,63,1.69333333333333,9960,1627.58620689655,2360,30,0.194558443532452
3.5,2.4,27,18,5,0,127,78,54,64,1.62820512820513,9980,1371.42857142857,2000,30,0.194558443532452
